序號,縣市,監測日期,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppm)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","風速<br />WIND_SPEED<br />(m/sec)","小時風速值<br />WS_HR<br />(m/sec)","溫度<br />AMB_TEMP<br />(℃)","相對濕度<br />RH<br />(percent)"
222,臺北市,2015/09/10,中山,1.8,0.53,31.4,32.0,-,28,5.87,22.13,2.04,0.16,1.881,2.06,1.67,27.57,61.45
223,臺北市,2015/09/09,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
224,臺北市,2015/09/09,中山,2.2,0.47,32.9,30.0,-,25,5.25,19.42,1.99,0.143,1.846,2.15,1.9,27.94,63.49
225,臺北市,2015/09/08,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
226,臺北市,2015/09/08,中山,1.3,0.59,29.2,27.0,-,27,6.68,20.4,2.1,0.181,1.919,2.07,1.68,28.01,71.74
227,臺北市,2015/09/07,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
228,臺北市,2015/09/07,中山,2.6,0.67,30.0,30.0,-,30,4.72,24.79,2.12,0.179,1.941,1.77,1.43,26.8,84.33
229,臺北市,2015/09/06,中山,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
230,臺北市,2015/09/06,中山,3.2,0.63,21.7,37.0,-,29,7.56,21.55,2.07,0.2,1.873,2.24,1.37,31.31,65.93
231,臺北市,2015/09/05,中山,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-
232,臺北市,2015/09/05,中山,5.5,0.86,17.7,40.0,-,40,14.56,25.22,2.22,0.32,1.9,1.72,1.13,30.8,66.55
233,臺北市,2015/09/04,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
234,臺北市,2015/09/04,中山,3.1,0.87,11.1,35.0,-,43,20.52,22.12,2.25,0.342,1.912,1.7,0.92,30.06,69.98
235,臺北市,2015/09/03,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
236,臺北市,2015/09/03,中山,3.9,0.8,22.9,38.0,-,37,8.89,27.86,2.19,0.289,1.905,1.48,0.89,29.54,73.59
237,臺北市,2015/09/02,中山,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
238,臺北市,2015/09/02,中山,3.3,0.82,16.1,23.0,-,39,11.27,27.71,2.18,0.275,1.906,1.66,1.06,28.14,78.67
239,臺北市,2015/09/01,中山,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
240,臺北市,2015/09/01,中山,2.8,1.06,10.9,24.0,-,53,24.78,28.23,2.44,0.384,2.051,1.2,0.61,27.29,84.74
241,臺北市,2015/08/31,中山,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
242,臺北市,2015/08/31,中山,2.7,1.06,11.1,22.0,-,52,24.38,27.73,2.42,0.377,2.038,1.32,0.8,26.07,90.3
243,臺北市,2015/08/30,中山,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
244,臺北市,2015/08/30,中山,2.4,0.69,10.9,22.0,-,36,11.32,24.67,2.23,0.235,1.996,1.39,0.86,26.75,88.32
245,臺北市,2015/08/29,中山,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
246,臺北市,2015/08/29,中山,3.2,0.6,10.4,20.0,-,35,11.37,23.52,2.1,0.21,1.895,1.53,1.04,26.7,89.19
247,臺北市,2015/08/28,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
248,臺北市,2015/08/28,中山,4.3,0.96,8.1,33.0,-,50,15.44,34.61,2.34,0.345,1.997,1.38,0.94,26.49,88.83
249,臺北市,2015/08/27,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
250,臺北市,2015/08/27,中山,4.0,0.79,13.3,25.0,-,46,13.56,32.8,2.21,0.243,1.966,1.34,1.08,25.99,89.8
251,臺北市,2015/08/26,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
252,臺北市,2015/08/26,中山,4.8,0.64,24.0,32.0,-,33,6.88,26.13,2.13,0.223,1.91,1.81,1.44,28.57,72.11
253,臺北市,2015/08/25,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
254,臺北市,2015/08/25,中山,4.3,0.71,25.9,32.0,-,35,7.72,27.47,2.12,0.209,1.907,1.89,1.26,28.14,78.55
255,臺北市,2015/08/24,中山,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-
256,臺北市,2015/08/24,中山,3.6,0.94,19.4,35.0,-,39,14.5,24.1,2.21,0.392,1.822,2.08,1.43,30.34,74.83
257,臺北市,2015/08/23,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
258,臺北市,2015/08/23,中山,3.0,0.38,15.9,22.0,-,21,8.1,12.57,1.88,0.103,1.777,2.13,1.29,28.29,85.05
259,臺北市,2015/08/22,中山,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-
260,臺北市,2015/08/22,中山,1.7,0.33,13.3,23.0,-,18,6.82,11.03,1.84,0.114,1.724,2.94,2.71,29.62,77.65
261,臺北市,2015/08/21,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
262,臺北市,2015/08/21,中山,1.8,0.4,8.7,24.0,-,22,10.89,11.09,1.86,0.127,1.73,3.34,3.04,30.45,72.34
263,臺北市,2015/08/20,中山,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-
264,臺北市,2015/08/20,中山,1.3,0.39,5.9,25.0,-,22,14.65,7.7,1.92,0.191,1.727,2.95,2.61,31.19,67.0
265,臺北市,2015/08/19,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
266,臺北市,2015/08/19,中山,1.9,0.56,18.1,33.0,-,27,8.96,18.42,2.06,0.203,1.852,2.02,1.64,30.35,73.58
267,臺北市,2015/08/18,中山,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-
268,臺北市,2015/08/18,中山,2.5,0.72,9.5,27.0,-,36,11.26,25.16,2.21,0.273,1.937,1.87,1.19,29.02,78.7
269,臺北市,2015/08/17,中山,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
270,臺北市,2015/08/17,中山,2.6,0.74,10.7,32.0,-,38,14.0,23.57,2.17,0.275,1.89,1.88,1.1,30.58,67.61
271,臺北市,2015/08/16,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
272,臺北市,2015/08/16,中山,2.1,0.74,8.6,19.0,-,40,19.69,20.77,2.15,0.261,1.893,1.83,1.25,30.24,65.24
273,臺北市,2015/08/15,中山,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-
274,臺北市,2015/08/15,中山,2.8,0.6,11.5,24.0,-,33,11.48,21.39,2.24,0.388,1.855,1.75,1.39,30.88,64.55
275,臺北市,2015/08/14,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
276,臺北市,2015/08/14,中山,2.9,0.77,13.2,24.0,-,44,22.4,21.6,2.15,0.292,1.853,1.62,1.05,28.83,78.86
277,臺北市,2015/08/13,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
278,臺北市,2015/08/13,中山,3.2,0.79,13.8,29.0,-,45,20.04,24.61,2.22,0.325,1.891,1.58,0.89,29.07,79.76
279,臺北市,2015/08/12,中山,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-
280,臺北市,2015/08/12,中山,3.2,0.75,18.6,44.0,-,39,11.79,26.89,2.15,0.312,1.838,1.69,0.89,30.21,75.04
281,臺北市,2015/08/11,中山,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-
282,臺北市,2015/08/11,中山,3.8,0.69,27.8,46.0,-,35,6.34,28.41,2.22,0.35,1.872,1.77,1.1,30.34,72.0
283,臺北市,2015/08/10,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
284,臺北市,2015/08/10,中山,3.8,0.88,22.6,47.0,-,43,13.06,29.83,2.55,0.568,1.986,1.54,0.84,30.2,72.92
285,臺北市,2015/08/09,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
286,臺北市,2015/08/09,中山,1.9,0.58,21.0,27.0,-,29,8.42,20.96,2.02,0.194,1.83,1.82,1.37,29.27,76.69
287,臺北市,2015/08/08,中山,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
288,臺北市,2015/08/08,中山,1.7,0.16,26.6,20.0,-,5,1.91,2.89,1.76,0.024,1.739,6.74,5.7,28.26,80.22
289,臺北市,2015/08/07,中山,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-
290,臺北市,2015/08/07,中山,1.5,0.22,8.4,39.0,-,13,7.58,4.92,1.76,0.059,1.702,3.25,1.46,29.85,76.55
291,臺北市,2015/08/06,中山,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-
292,臺北市,2015/08/06,中山,4.3,0.41,6.2,25.0,-,24,13.54,10.09,2.01,0.251,1.753,2.14,1.65,30.35,71.47
293,臺北市,2015/08/05,中山,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-
294,臺北市,2015/08/05,中山,2.3,0.58,26.7,38.0,-,29,9.64,19.31,-,-,-,2.1,1.51,29.71,69.33
295,臺北市,2015/08/04,中山,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-
296,臺北市,2015/08/04,中山,6.5,0.57,24.2,38.0,-,35,7.24,27.26,-,-,-,1.78,1.21,30.42,65.97
297,臺北市,2015/08/03,中山,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
298,臺北市,2015/08/03,中山,-,0.49,9.9,27.0,-,32,9.49,22.26,-,-,-,1.68,1.34,29.17,67.73
299,臺北市,2015/08/02,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
300,臺北市,2015/08/02,中山,3.8,0.46,27.2,35.0,-,27,7.06,19.57,1.97,0.156,1.812,1.68,1.09,30.82,61.97
301,臺北市,2015/08/01,中山,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
302,臺北市,2015/08/01,中山,2.8,0.54,23.9,36.0,-,28,7.07,21.12,1.99,0.178,1.816,1.91,1.26,30.49,63.85
303,臺北市,2015/07/31,中山,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
304,臺北市,2015/07/31,中山,4.6,0.69,19.7,36.0,-,36,11.74,24.03,2.1,0.245,1.854,1.65,0.99,29.97,65.58
305,臺北市,2015/07/30,中山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
306,臺北市,2015/07/28,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
307,臺北市,2015/07/28,中山,2.9,0.54,25.6,33.0,-,27,6.79,20.1,2.05,0.203,1.842,1.79,1.02,30.14,65.54
308,臺北市,2015/07/27,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
309,臺北市,2015/07/27,中山,2.1,0.56,19.9,33.0,-,26,6.4,19.25,2.03,0.19,1.842,1.95,1.36,29.99,68.75
310,臺北市,2015/07/26,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
311,臺北市,2015/07/26,中山,2.7,0.44,19.1,41.0,-,22,6.21,16.04,1.95,0.131,1.819,1.99,1.48,31.33,63.51
312,臺北市,2015/07/25,中山,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-
313,臺北市,2015/07/25,中山,5.5,0.62,23.8,44.0,-,31,7.26,23.98,2.07,0.209,1.86,1.88,0.98,30.56,69.07
314,臺北市,2015/07/24,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
315,臺北市,2015/07/24,中山,2.7,0.72,22.7,41.0,-,37,11.91,25.24,2.11,0.234,1.879,1.67,0.82,29.39,75.36
316,臺北市,2015/07/23,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
317,臺北市,2015/07/23,中山,3.6,0.81,18.1,29.0,-,48,18.48,29.26,2.22,0.311,1.912,1.52,0.69,29.05,76.68
318,臺北市,2015/07/22,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
319,臺北市,2015/07/22,中山,5.9,0.64,29.9,50.0,-,32,6.14,26.03,2.08,0.213,1.865,1.74,1.17,30.8,67.07
320,臺北市,2015/07/21,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
321,臺北市,2015/07/21,中山,6.7,0.68,20.8,41.0,-,40,13.35,26.67,2.14,0.242,1.894,1.59,1.04,31.3,65.36
322,臺北市,2015/07/20,中山,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-
323,臺北市,2015/07/20,中山,8.0,0.59,9.2,18.0,-,39,16.85,21.91,2.04,0.193,1.849,1.54,1.23,29.42,74.7
324,臺北市,2015/07/19,中山,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-
325,臺北市,2015/07/19,中山,2.5,0.48,26.8,34.0,-,22,5.04,16.96,2.02,0.141,1.88,1.81,0.97,30.21,72.75
326,臺北市,2015/07/18,中山,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-
327,臺北市,2015/07/18,中山,2.9,0.47,28.9,40.0,-,22,4.8,17.22,2.0,0.14,1.864,1.88,1.23,31.66,62.87
328,臺北市,2015/07/17,中山,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-
329,臺北市,2015/07/17,中山,4.1,0.65,31.6,55.0,-,29,5.69,22.95,2.08,0.198,1.881,1.74,1.37,31.08,66.74
330,臺北市,2015/07/16,中山,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-
331,臺北市,2015/07/16,中山,3.8,0.63,38.3,50.0,-,28,4.93,23.32,2.11,0.198,1.914,1.78,1.25,31.03,63.84
332,臺北市,2015/07/15,中山,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-
333,臺北市,2015/07/15,中山,4.2,0.68,24.7,44.0,-,35,7.38,27.58,2.17,0.228,1.945,1.84,1.14,30.4,65.5
334,臺北市,2015/07/14,中山,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-
335,臺北市,2015/07/14,中山,4.7,0.67,25.3,65.0,-,33,7.51,25.85,2.12,0.2,1.922,2.07,1.29,30.67,65.17
336,臺北市,2015/07/13,中山,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-
337,臺北市,2015/07/13,中山,3.4,0.75,19.7,40.0,-,34,9.92,23.7,2.19,0.174,2.016,2.02,1.13,31.01,70.08
338,臺北市,2015/07/12,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
339,臺北市,2015/07/12,中山,2.4,0.64,23.0,30.0,-,29,7.64,21.33,2.11,0.174,1.932,1.74,1.2,31.21,68.23
340,臺北市,2015/07/11,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
341,臺北市,2015/07/11,中山,3.1,0.69,22.5,36.0,-,32,11.15,21.24,2.04,0.183,1.854,2.96,2.23,31.27,64.12
342,臺北市,2015/07/10,中山,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-
343,臺北市,2015/07/10,中山,1.5,0.25,17.6,20.0,-,13,4.92,8.3,1.86,0.03,1.828,3.12,1.6,26.98,90.15
344,臺北市,2015/07/09,中山,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
345,臺北市,2015/07/09,中山,1.6,0.39,8.7,25.0,-,22,11.61,10.22,1.88,0.116,1.764,2.15,1.35,29.82,78.25
346,臺北市,2015/07/08,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
347,臺北市,2015/07/08,中山,0.6,0.33,21.6,26.0,-,17,6.22,10.61,1.86,0.094,1.769,4.35,3.99,32.57,57.13
348,臺北市,2015/07/07,中山,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
349,臺北市,2015/07/07,中山,1.8,0.4,19.5,26.0,-,19,5.27,13.39,1.9,0.125,1.779,2.63,2.32,32.22,61.14
350,臺北市,2015/07/06,中山,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
351,臺北市,2015/07/06,中山,1.9,0.39,18.4,28.0,-,19,6.42,12.74,1.9,0.122,1.776,3.03,2.64,32.55,61.95
352,臺北市,2015/07/05,中山,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-
353,臺北市,2015/07/05,中山,3.4,0.28,11.5,23.0,-,17,6.08,10.47,-,-,-,3.18,-,31.87,66.78
354,臺北市,2015/07/04,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
355,臺北市,2015/07/04,中山,2.6,0.54,21.9,40.0,-,25,5.53,19.72,-,-,-,2.17,-,30.65,73.49
356,臺北市,2015/07/03,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
357,臺北市,2015/07/03,中山,3.4,0.74,16.6,48.0,-,37,9.66,27.38,-,-,-,1.67,-,31.73,68.77
358,臺北市,2015/07/02,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
359,臺北市,2015/07/02,中山,3.8,0.61,26.5,43.0,-,29,8.06,21.43,-,-,-,1.84,-,33.21,59.77
360,臺北市,2015/07/01,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
361,臺北市,2015/07/01,中山,4.0,0.8,20.2,42.0,-,38,14.04,24.45,-,-,-,2.26,-,33.17,58.35
362,臺北市,2015/06/30,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
363,臺北市,2015/06/30,中山,4.1,0.8,18.4,43.0,-,39,12.66,26.53,-,-,-,1.96,-,32.88,60.4
364,臺北市,2015/06/29,中山,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-
365,臺北市,2015/06/29,中山,3.6,0.73,16.6,45.0,-,36,13.33,22.72,-,-,-,2.21,-,32.89,62.94
366,臺北市,2015/06/28,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
367,臺北市,2015/06/28,中山,4.0,0.63,16.9,37.0,-,31,11.16,19.49,-,-,-,1.98,-,33.18,61.41
368,臺北市,2015/06/27,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
369,臺北市,2015/06/27,中山,3.8,0.65,15.3,48.0,-,31,11.79,19.52,-,-,-,2.27,-,32.92,62.7
370,臺北市,2015/06/26,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
371,臺北市,2015/06/26,中山,3.2,0.91,14.0,47.0,-,44,18.94,25.32,-,-,-,2.05,-,32.75,63.66
372,臺北市,2015/06/25,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
373,臺北市,2015/06/25,中山,3.4,0.79,17.7,38.0,-,39,14.52,24.79,-,-,-,1.78,-,31.33,69.89
374,臺北市,2015/06/24,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
375,臺北市,2015/06/24,中山,3.7,0.86,16.9,33.0,-,48,15.16,32.98,-,-,-,1.33,-,29.1,81.94
376,臺北市,2015/06/23,中山,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
377,臺北市,2015/06/23,中山,3.0,0.69,15.6,26.0,-,36,9.65,25.96,-,-,-,1.74,-,29.62,75.98
378,臺北市,2015/06/22,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
379,臺北市,2015/06/22,中山,5.7,0.59,20.2,30.0,-,30,7.09,23.23,-,-,-,1.63,-,30.1,72.41
380,臺北市,2015/06/21,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
381,臺北市,2015/06/21,中山,2.0,0.53,24.9,34.0,-,27,5.65,21.19,-,-,-,1.62,-,30.03,75.69
382,臺北市,2015/06/20,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
383,臺北市,2015/06/20,中山,2.2,0.42,23.7,38.0,-,21,4.28,16.55,-,-,-,2.17,-,30.63,72.22
384,臺北市,2015/06/19,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
385,臺北市,2015/06/19,中山,4.4,0.49,22.7,36.0,-,26,5.86,19.83,-,-,-,2.03,-,31.4,69.33
386,臺北市,2015/06/18,中山,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
387,臺北市,2015/06/18,中山,4.2,0.82,17.1,39.0,-,41,14.31,27.07,-,-,-,1.92,-,32.37,60.33
388,臺北市,2015/06/17,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
389,臺北市,2015/06/17,中山,4.9,0.76,23.3,41.0,-,36,11.28,25.1,-,-,-,1.76,-,32.35,64.3
390,臺北市,2015/06/16,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
391,臺北市,2015/06/16,中山,5.8,0.73,19.5,44.0,-,38,9.36,28.73,-,-,-,1.72,-,31.14,69.86
392,臺北市,2015/06/15,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
393,臺北市,2015/06/15,中山,4.7,0.74,14.0,34.0,-,39,10.0,29.35,-,-,-,1.59,-,29.87,76.4
394,臺北市,2015/06/14,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
395,臺北市,2015/06/14,中山,2.6,0.56,27.8,29.0,-,27,5.37,21.4,-,-,-,1.81,-,29.43,76.28
396,臺北市,2015/06/13,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
397,臺北市,2015/06/13,中山,2.0,0.5,24.6,36.0,-,25,4.06,21.26,-,-,-,2.16,-,30.17,71.23
398,臺北市,2015/06/12,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
399,臺北市,2015/06/12,中山,3.4,0.66,16.1,39.0,-,35,10.5,24.81,-,-,-,1.92,-,31.21,69.31
400,臺北市,2015/06/11,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
401,臺北市,2015/06/11,中山,3.8,0.71,23.0,36.0,-,35,9.61,25.52,-,-,-,2.09,-,32.52,61.74
402,臺北市,2015/06/10,中山,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-
403,臺北市,2015/06/10,中山,4.5,0.68,25.2,40.0,-,34,8.4,25.88,-,-,-,1.79,-,31.91,62.95
404,臺北市,2015/06/09,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
405,臺北市,2015/06/09,中山,3.3,0.72,20.5,35.0,-,36,10.39,25.48,-,-,-,1.82,-,31.33,64.73
406,臺北市,2015/06/08,中山,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-
407,臺北市,2015/06/08,中山,3.2,0.76,19.4,29.0,-,37,11.94,25.24,-,-,-,1.79,-,30.24,67.67
408,臺北市,2015/06/07,中山,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-
409,臺北市,2015/06/07,中山,1.8,0.57,22.2,28.0,-,29,6.3,22.39,-,-,-,1.57,-,28.05,82.48
410,臺北市,2015/06/06,中山,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-
411,臺北市,2015/06/06,中山,5.6,0.57,27.1,37.0,-,30,6.76,23.41,-,-,-,2.02,-,27.26,84.2
412,臺北市,2015/06/05,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
413,臺北市,2015/06/05,中山,3.6,0.72,18.8,38.0,-,34,12.62,21.58,-,-,-,1.96,-,30.89,67.47
414,臺北市,2015/06/04,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
415,臺北市,2015/06/04,中山,5.5,0.7,10.4,34.0,-,41,15.93,24.73,-,-,-,1.69,-,28.87,78.5
416,臺北市,2015/06/03,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
417,臺北市,2015/06/03,中山,3.8,0.71,13.8,30.0,-,37,15.04,21.69,-,-,-,2.02,-,31.06,65.79
418,臺北市,2015/06/02,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
419,臺北市,2015/06/02,中山,4.9,0.71,22.4,44.0,-,35,7.46,27.94,-,-,-,1.73,-,30.34,70.72
420,臺北市,2015/06/01,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
421,臺北市,2015/06/01,中山,3.2,0.84,18.1,40.0,-,41,12.1,28.6,-,-,-,1.55,-,29.06,76.13
422,臺北市,2015/05/31,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
423,臺北市,2015/05/31,中山,2.5,0.53,25.1,36.0,-,25,6.01,18.81,-,-,-,1.79,-,28.54,81.12
424,臺北市,2015/05/30,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
425,臺北市,2015/05/30,中山,2.3,0.7,15.7,37.0,-,35,11.43,23.1,-,-,-,2.09,-,32.02,64.72
426,臺北市,2015/05/29,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
427,臺北市,2015/05/29,中山,3.6,0.89,17.5,36.0,-,41,15.59,25.49,-,-,-,1.78,-,32.15,64.4
428,臺北市,2015/05/28,中山,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
429,臺北市,2015/05/28,中山,2.6,0.98,9.1,28.0,-,46,22.96,23.23,-,-,-,1.78,-,30.58,67.1
430,臺北市,2015/05/27,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
431,臺北市,2015/05/27,中山,2.8,1.32,10.2,33.0,-,64,34.77,29.37,-,-,-,1.37,-,27.34,81.67
432,臺北市,2015/05/26,中山,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-
433,臺北市,2015/05/26,中山,7.6,0.71,14.7,35.0,-,48,18.16,29.85,-,-,-,1.83,-,24.0,84.65
434,臺北市,2015/05/25,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
435,臺北市,2015/05/25,中山,1.3,0.59,21.9,16.0,-,34,7.97,25.81,-,-,-,1.83,-,24.15,88.08
436,臺北市,2015/05/24,中山,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-
437,臺北市,2015/05/24,中山,1.2,0.69,15.0,10.0,-,40,12.94,26.91,-,-,-,1.55,-,24.92,93.61
438,臺北市,2015/05/23,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
439,臺北市,2015/05/23,中山,3.4,0.92,10.6,28.0,-,49,15.17,33.49,-,-,-,1.09,-,25.35,91.82
440,臺北市,2015/05/22,中山,4.2,0.78,24.2,18.0,-,44,14.57,29.85,-,-,-,1.33,-,25.08,88.37
441,臺北市,2015/05/21,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
442,臺北市,2015/05/21,中山,2.1,0.53,38.9,40.0,-,29,4.99,24.19,-,-,-,2.72,-,22.72,81.01
443,臺北市,2015/05/20,中山,2.4,0.69,12.6,28.0,-,46,17.54,28.44,-,-,-,1.5,-,25.66,85.16
444,臺北市,2015/05/19,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
445,臺北市,2015/05/19,中山,4.2,0.77,18.2,37.0,-,41,14.13,26.8,-,-,-,2.03,-,31.01,56.78
446,臺北市,2015/05/18,中山,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-
447,臺北市,2015/05/18,中山,3.0,0.75,19.0,40.0,-,38,14.38,23.78,-,-,-,2.08,-,30.56,60.88
448,臺北市,2015/05/17,中山,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-
449,臺北市,2015/05/17,中山,2.9,0.51,20.2,39.0,-,26,7.78,18.19,-,-,-,1.82,-,29.0,71.87
450,臺北市,2015/05/16,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
451,臺北市,2015/05/16,中山,2.9,0.51,16.7,38.0,-,27,6.01,20.9,-,-,-,2.12,-,30.06,67.33
452,臺北市,2015/05/15,中山,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-
453,臺北市,2015/05/15,中山,4.7,0.91,20.1,57.0,-,46,14.77,31.13,-,-,-,1.55,-,29.4,73.11
454,臺北市,2015/05/14,中山,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-
455,臺北市,2015/05/14,中山,4.9,0.91,24.3,57.0,-,45,11.29,33.77,-,-,-,1.61,-,28.6,73.12
