序號,縣市,監測日期,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppm)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","風速<br />WIND_SPEED<br />(m/sec)","小時風速值<br />WS_HR<br />(m/sec)","溫度<br />AMB_TEMP<br />(℃)","相對濕度<br />RH<br />(percent)"
184,臺北市,2017/06/24,中山,2.7,0.66,15.4,26.0,11,32,11.06,21.2,2.07,0.222,1.849,1.93,1.29,31.57,64.48
185,臺北市,2017/06/23,中山,3.9,0.65,15.7,32.0,15,34,11.67,22.51,2.11,0.25,1.858,1.84,1.01,30.91,67.9
186,臺北市,2017/06/22,中山,3.3,0.69,22.9,36.0,16,40,10.84,28.84,2.07,0.233,1.834,1.65,1.08,30.45,71.89
187,臺北市,2017/06/21,中山,3.7,0.84,14.9,30.0,12,43,16.93,26.19,2.23,0.317,1.911,1.62,1.11,30.34,72.78
188,臺北市,2017/06/20,中山,2.0,0.93,9.5,27.0,12,45,22.37,22.51,2.25,0.343,1.906,1.58,1.12,29.85,69.01
189,臺北市,2017/06/19,中山,2.0,1.26,6.7,21.0,11,68,42.48,25.88,2.68,0.459,2.22,1.33,0.76,27.45,84.71
190,臺北市,2017/06/18,中山,2.0,0.61,21.9,13.0,6,39,17.64,21.19,2.11,0.182,1.93,1.73,1.32,24.95,95.23
191,臺北市,2017/06/17,中山,1.5,0.65,18.5,14.0,5,35,10.41,24.89,2.17,0.205,1.967,1.75,1.41,24.36,98.17
192,臺北市,2017/06/16,中山,2.4,0.95,14.4,14.0,7,57,25.98,30.95,2.35,0.336,2.018,1.22,0.68,24.72,97.34
193,臺北市,2017/06/15,中山,3.6,0.5,30.3,14.0,5,33,6.82,26.52,1.99,0.128,1.86,2.07,1.9,23.35,97.39
194,臺北市,2017/06/14,中山,2.4,0.73,10.8,18.0,7,41,17.56,23.82,2.17,0.236,1.933,1.74,1.12,25.95,93.9
195,臺北市,2017/06/13,中山,3.8,0.73,11.5,21.0,8,44,18.89,25.4,2.16,0.267,1.896,1.49,0.73,28.55,83.55
196,臺北市,2017/06/12,中山,3.0,0.63,17.3,24.0,10,34,13.65,20.51,2.07,0.207,1.862,1.68,1.06,28.49,83.26
197,臺北市,2017/06/11,中山,3.3,0.43,20.2,27.0,13,22,5.08,16.83,1.95,0.099,1.852,1.99,1.32,29.61,81.89
198,臺北市,2017/06/10,中山,3.5,0.62,24.5,40.0,21,31,6.57,24.67,2.12,0.216,1.905,1.86,1.1,30.06,79.2
199,臺北市,2017/06/09,中山,4.0,0.64,29.2,45.0,24,31,7.2,23.67,2.07,0.198,1.875,1.99,1.28,30.33,76.39
200,臺北市,2017/06/08,中山,8.6,0.5,17.4,36.0,20,30,9.47,20.95,1.95,0.147,1.805,1.88,1.45,29.92,80.19
201,臺北市,2017/06/07,中山,3.7,0.61,19.2,28.0,12,30,11.95,18.2,2.02,0.208,1.815,2.2,1.06,30.8,73.92
202,臺北市,2017/06/06,中山,4.1,0.79,30.2,45.0,23,37,8.67,28.31,2.26,0.338,1.917,1.63,0.93,29.92,79.3
203,臺北市,2017/06/05,中山,3.5,0.72,25.0,37.0,21,32,8.21,24.21,2.18,0.272,1.905,1.44,0.95,28.13,86.45
204,臺北市,2017/06/04,中山,1.4,0.81,13.8,17.0,10,42,13.06,28.95,2.36,0.268,2.089,1.43,0.86,25.94,95.7
205,臺北市,2017/06/03,中山,3.5,0.68,13.1,20.0,10,43,11.95,31.32,2.15,0.232,1.921,1.41,1.09,25.21,96.32
206,臺北市,2017/06/02,中山,1.9,0.74,17.1,14.0,6,40,12.72,27.48,2.18,0.251,1.93,1.65,1.02,26.23,91.66
207,臺北市,2017/06/01,中山,3.1,0.78,15.1,24.0,9,37,15.62,21.27,2.14,0.264,1.876,2.13,1.47,31.07,65.69
208,臺北市,2017/05/31,中山,3.1,0.95,11.9,28.0,15,45,17.88,26.93,2.3,0.328,1.974,1.86,1.09,29.3,75.21
209,臺北市,2017/05/30,中山,2.0,0.46,28.3,17.0,10,21,3.73,17.04,2.04,0.144,1.897,1.72,1.29,27.83,78.71
210,臺北市,2017/05/29,中山,1.4,0.35,34.6,19.0,-,17,3.56,13.33,1.9,0.082,1.813,2.73,2.37,26.71,80.02
211,臺北市,2017/05/28,中山,1.7,0.36,49.1,20.0,10,18,4.21,13.49,1.91,0.088,1.825,2.77,2.47,24.19,75.57
212,臺北市,2017/05/27,中山,2.4,0.4,47.6,25.0,12,24,3.31,20.72,1.96,0.121,1.84,2.76,2.5,23.33,79.14
213,臺北市,2017/05/26,中山,4.7,0.53,31.6,29.0,12,31,6.58,24.87,2.05,0.186,1.861,2.23,1.92,24.4,-
214,臺北市,2017/05/25,中山,1.7,0.54,27.8,31.0,13,30,6.65,23.59,2.11,0.229,1.885,1.88,1.63,23.59,77.42
215,臺北市,2017/05/24,中山,1.8,0.64,17.7,29.0,15,32,8.99,22.75,2.15,0.239,1.907,1.98,1.38,27.76,79.63
216,臺北市,2017/05/23,中山,3.6,0.66,23.0,35.0,18,35,8.77,26.3,2.19,0.253,1.934,1.53,0.97,28.54,75.02
217,臺北市,2017/05/22,中山,7.2,0.46,21.5,20.0,9,31,9.22,21.27,1.94,0.145,1.797,2.32,2.02,27.26,77.28
218,臺北市,2017/05/21,中山,3.3,0.35,33.8,21.0,10,20,5.18,14.62,1.93,0.107,1.823,2.5,2.1,25.87,82.0
219,臺北市,2017/05/20,中山,1.4,0.4,38.1,21.0,10,20,3.52,16.1,1.97,0.129,1.844,2.48,2.22,25.7,52.67
220,臺北市,2017/05/19,中山,1.0,0.56,33.5,35.0,17,31,7.4,23.67,2.03,0.157,1.871,2.63,2.38,25.37,61.83
221,臺北市,2017/05/18,中山,2.4,0.47,40.6,38.0,15,25,5.76,19.72,1.99,0.143,1.843,2.59,2.24,26.43,71.11
222,臺北市,2017/05/17,中山,2.2,0.46,41.8,29.0,11,27,5.56,21.9,2.02,0.149,1.866,2.15,1.91,23.82,81.06
223,臺北市,2017/05/16,中山,2.8,0.48,32.4,15.0,8,31,4.56,26.38,2.05,0.156,1.891,1.74,1.43,21.97,93.3
224,臺北市,2017/05/15,中山,2.6,0.5,26.7,23.0,10,26,6.84,19.32,2.02,0.152,1.866,1.8,1.27,26.91,78.17
225,臺北市,2017/05/14,中山,5.5,0.51,31.7,30.0,17,25,3.8,20.97,2.05,0.136,1.913,1.8,1.32,26.76,78.56
226,臺北市,2017/05/13,中山,2.6,0.66,19.2,27.0,12,34,8.89,25.33,2.14,0.199,1.945,1.6,1.05,25.81,88.24
227,臺北市,2017/05/12,中山,5.8,0.82,23.6,49.0,27,43,10.36,32.75,2.2,0.262,1.936,1.69,1.14,27.82,77.26
228,臺北市,2017/05/11,中山,3.7,0.67,37.6,46.0,28,30,5.75,24.31,2.19,0.253,1.937,1.8,1.11,29.4,68.86
229,臺北市,2017/05/10,中山,2.7,0.61,15.5,28.0,15,35,10.75,24.56,2.09,0.224,1.867,1.87,1.55,28.7,72.47
230,臺北市,2017/05/09,中山,3.2,0.88,13.5,34.0,16,47,17.2,29.82,2.24,0.321,1.915,1.62,0.98,26.26,81.38
231,臺北市,2017/05/08,中山,3.6,0.83,32.6,90.0,27,41,12.22,29.26,2.18,0.258,1.925,1.45,0.88,27.28,73.22
232,臺北市,2017/05/06,中山,3.2,0.52,35.3,36.0,18,22,3.18,19.08,1.97,0.124,1.847,2.66,2.27,25.29,81.74
233,臺北市,2017/05/05,中山,5.0,0.79,13.9,56.0,27,43,14.82,27.8,2.13,0.227,1.898,1.71,1.11,27.95,77.2
234,臺北市,2017/05/04,中山,3.1,0.79,21.9,53.0,30,38,12.33,26.1,2.2,0.279,1.921,1.57,1.0,27.91,73.44
235,臺北市,2017/05/03,中山,9.0,0.61,14.6,40.0,26,37,12.75,24.63,2.09,0.199,1.89,2.02,1.74,26.31,78.25
236,臺北市,2017/05/02,中山,2.3,0.77,23.9,38.0,17,40,10.88,28.87,2.15,0.239,1.913,1.37,0.93,26.62,66.45
237,臺北市,2017/05/01,中山,1.6,0.48,38.3,38.0,17,23,3.87,19.54,2.02,0.136,1.883,1.56,1.01,26.13,59.92
238,臺北市,2017/04/30,中山,3.5,0.52,47.3,35.0,19,24,2.87,21.32,2.05,0.144,1.908,1.69,1.13,24.49,57.32
239,臺北市,2017/04/29,中山,2.9,0.56,37.3,39.0,13,35,6.79,28.33,2.1,0.181,1.921,1.67,1.26,22.08,50.68
240,臺北市,2017/04/28,中山,3.3,0.57,33.8,37.0,12,37,6.28,30.25,2.13,0.213,1.913,1.68,1.14,20.12,58.15
241,臺北市,2017/04/27,中山,1.7,0.5,36.9,25.0,10,34,5.55,28.82,1.96,0.131,1.832,2.28,1.96,18.68,85.48
242,臺北市,2017/04/26,中山,2.8,0.88,22.4,47.0,25,41,10.55,30.9,2.33,0.305,2.02,1.74,1.2,24.78,81.84
243,臺北市,2017/04/25,中山,3.9,1.3,17.0,59.0,28,68,22.08,46.11,2.78,0.497,2.285,1.33,0.83,24.68,79.0
244,臺北市,2017/04/24,中山,1.0,0.77,26.2,48.0,20,47,13.64,32.93,2.17,0.228,1.945,1.55,1.34,22.3,79.24
245,臺北市,2017/04/23,中山,2.0,0.44,44.0,41.0,16,25,3.51,21.79,2.02,0.119,1.898,2.47,2.23,20.48,63.04
246,臺北市,2017/04/22,中山,0.8,0.48,41.9,40.0,19,26,2.73,23.13,2.02,0.132,1.885,1.41,1.06,18.69,83.92
247,臺北市,2017/04/21,中山,1.5,0.74,17.4,35.0,18,36,11.26,24.53,2.18,0.258,1.921,1.84,1.03,25.61,81.52
248,臺北市,2017/04/20,中山,2.3,0.93,12.4,43.0,25,47,18.32,28.42,2.25,0.321,1.928,1.47,0.75,26.42,79.49
249,臺北市,2017/04/19,中山,3.3,0.85,16.3,51.0,32,42,11.41,30.77,2.27,0.277,1.995,1.31,0.84,26.24,86.73
250,臺北市,2017/04/18,中山,3.3,0.7,8.8,46.0,22,41,14.48,26.36,2.11,0.236,1.874,1.73,0.96,26.87,84.83
251,臺北市,2017/04/17,中山,3.6,0.9,13.3,28.0,-,41,15.77,24.93,2.23,0.291,1.941,1.52,0.98,27.99,74.02
252,臺北市,2017/04/16,中山,3.1,0.75,26.5,40.0,26,28,4.3,24.05,2.24,0.231,2.004,1.42,1.04,26.28,76.92
253,臺北市,2017/04/15,中山,5.8,1.03,23.0,53.0,28,54,16.32,37.19,2.37,0.326,2.042,1.25,0.7,24.85,80.79
254,臺北市,2017/04/14,中山,4.3,1.1,11.9,40.0,19,64,19.71,43.95,2.49,0.388,2.097,1.0,0.73,21.95,86.27
255,臺北市,2017/04/13,中山,2.5,0.62,31.8,50.0,21,37,7.18,30.04,2.08,0.182,1.903,2.39,2.26,20.0,76.94
256,臺北市,2017/04/12,中山,2.7,0.61,41.1,31.0,22,30,4.57,25.89,2.03,0.148,1.884,2.51,2.25,18.58,86.52
257,臺北市,2017/04/11,中山,1.1,0.6,21.6,28.0,13,30,6.7,23.36,2.09,0.179,1.914,2.67,2.12,21.93,84.65
258,臺北市,2017/04/10,中山,2.7,0.86,10.7,48.0,21,45,19.7,25.28,2.28,0.314,1.968,1.9,1.34,29.52,63.3
259,臺北市,2017/04/09,中山,5.8,0.7,27.8,60.0,35,32,5.32,27.05,2.19,0.222,1.967,1.59,0.99,27.22,76.05
260,臺北市,2017/04/08,中山,2.6,0.68,36.4,59.0,31,30,4.79,25.62,2.16,0.202,1.957,1.66,1.07,26.15,73.64
261,臺北市,2017/04/07,中山,4.5,1.28,13.7,65.0,39,68,21.7,46.41,2.7,0.528,2.17,1.41,0.76,24.86,77.03
262,臺北市,2017/04/06,中山,4.0,1.06,16.7,46.0,24,60,20.25,39.33,2.4,0.388,2.012,1.27,0.81,24.44,67.53
263,臺北市,2017/04/05,中山,2.4,0.65,32.1,36.0,-,34,6.8,27.32,2.12,0.193,1.927,1.52,0.94,24.11,58.94
264,臺北市,2017/04/04,中山,1.3,0.5,42.7,41.0,20,24,3.62,20.09,2.1,0.142,1.96,1.75,1.48,22.76,51.96
265,臺北市,2017/04/03,中山,1.7,0.46,48.9,40.0,21,23,3.24,20.2,2.06,0.126,1.934,2.17,2.04,20.6,45.89
266,臺北市,2017/04/02,中山,2.4,0.63,41.1,60.0,35,33,5.52,27.04,2.18,0.171,2.013,2.03,1.6,17.73,51.86
267,臺北市,2017/04/01,中山,1.0,0.61,43.8,54.0,31,32,5.87,26.29,2.08,0.154,1.923,1.48,0.8,15.99,73.49
268,臺北市,2017/03/31,中山,2.2,0.92,20.9,48.0,24,48,15.12,32.63,2.34,0.313,2.027,1.5,1.0,19.9,82.81
269,臺北市,2017/03/30,中山,3.4,1.0,26.0,67.0,33,50,12.16,37.73,2.41,0.353,2.058,1.49,0.82,23.36,73.37
270,臺北市,2017/03/29,中山,4.4,0.8,34.7,73.0,36,42,7.49,34.6,2.26,0.257,2.001,1.85,1.2,22.28,68.27
271,臺北市,2017/03/28,中山,2.6,0.76,49.8,77.0,30,37,6.93,29.58,2.15,0.203,1.951,1.92,1.49,22.59,59.2
272,臺北市,2017/03/27,中山,3.0,0.65,41.9,76.0,30,34,5.23,29.15,2.14,0.184,1.958,2.21,1.85,19.73,57.04
273,臺北市,2017/03/26,中山,2.9,0.7,28.4,76.0,34,35,6.98,28.46,2.17,0.185,1.981,1.54,1.32,15.47,82.07
274,臺北市,2017/03/25,中山,1.7,0.62,28.6,18.0,9,33,6.89,25.74,2.12,0.18,1.936,1.46,1.0,17.62,89.82
275,臺北市,2017/03/24,中山,3.9,0.66,31.9,24.0,11,34,7.9,26.14,2.06,0.174,1.883,2.07,1.7,21.6,71.58
276,臺北市,2017/03/23,中山,3.7,0.76,28.9,22.0,12,40,13.59,26.09,2.15,0.218,1.933,1.86,1.37,19.37,85.92
277,臺北市,2017/03/22,中山,1.5,0.64,39.9,25.0,13,28,6.36,21.57,2.02,0.158,1.86,2.35,1.94,21.52,78.12
278,臺北市,2017/03/21,中山,1.3,0.79,26.8,35.0,19,39,12.78,25.95,2.18,0.221,1.961,2.5,2.15,19.62,84.66
279,臺北市,2017/03/20,中山,4.7,1.17,15.5,44.0,26,65,25.29,39.54,2.47,0.401,2.066,1.22,0.77,22.34,85.96
280,臺北市,2017/03/19,中山,2.2,0.5,27.1,18.0,6,25,4.97,20.09,2.06,0.133,1.922,2.09,1.62,20.14,92.28
281,臺北市,2017/03/18,中山,2.4,0.67,22.5,34.0,21,36,9.57,26.39,2.13,0.194,1.94,1.46,0.79,20.06,90.16
282,臺北市,2017/03/17,中山,2.7,0.57,27.6,14.0,7,33,7.0,26.32,2.07,0.169,1.898,2.22,1.92,18.67,91.06
283,臺北市,2017/03/16,中山,2.3,0.75,17.5,21.0,12,53,19.89,33.37,2.21,0.268,1.942,1.07,0.91,17.0,92.72
284,臺北市,2017/03/15,中山,0.5,0.49,31.3,39.0,12,31,7.01,23.59,2.01,0.14,1.868,2.26,2.09,16.69,69.15
285,臺北市,2017/03/14,中山,0.7,0.51,34.5,30.0,12,30,6.7,23.43,1.99,0.135,1.854,1.57,0.69,14.96,79.68
286,臺北市,2017/03/13,中山,2.1,0.77,16.6,39.0,25,43,12.47,30.47,2.21,0.23,1.982,1.2,0.87,19.04,94.35
287,臺北市,2017/03/12,中山,2.2,0.7,31.5,40.0,21,32,7.77,23.74,2.19,0.198,1.994,1.6,1.08,22.21,82.65
288,臺北市,2017/03/11,中山,2.7,0.58,32.9,21.0,7,30,6.13,23.66,2.07,0.165,1.906,2.08,1.89,20.24,87.21
289,臺北市,2017/03/10,中山,1.2,0.75,29.4,12.0,-,46,11.95,34.0,2.18,0.228,1.949,1.76,1.43,18.18,94.85
290,臺北市,2017/03/09,中山,2.7,0.65,33.0,45.0,27,38,5.89,32.58,2.1,0.172,1.925,2.36,2.17,16.48,81.82
291,臺北市,2017/03/08,中山,3.1,0.72,26.2,47.0,28,46,10.47,35.53,2.21,0.222,1.988,1.84,1.75,14.9,83.29
292,臺北市,2017/03/07,中山,2.4,0.57,32.9,51.0,23,35,6.4,28.46,2.08,0.162,1.916,2.02,1.67,14.85,75.25
293,臺北市,2017/03/06,中山,3.2,0.61,32.7,52.0,30,33,6.84,26.38,2.06,0.16,1.899,1.52,0.69,16.87,83.9
294,臺北市,2017/03/05,中山,4.1,1.18,18.2,63.0,34,68,28.35,39.43,2.61,0.385,2.222,1.24,0.66,21.03,77.8
295,臺北市,2017/03/04,中山,3.9,1.22,6.8,49.0,28,85,39.18,45.9,2.62,0.444,2.177,1.08,0.58,18.97,78.88
296,臺北市,2017/03/03,中山,2.5,0.62,25.3,39.0,14,39,10.62,28.56,2.1,0.201,1.896,2.16,1.96,17.47,66.19
297,臺北市,2017/03/02,中山,2.1,0.67,29.6,75.0,29,38,7.25,30.94,2.17,0.2,1.965,1.99,1.56,15.41,64.51
298,臺北市,2017/03/01,中山,2.8,0.94,15.9,39.0,20,63,26.98,36.18,2.29,0.299,1.994,1.17,0.68,16.91,81.45
299,臺北市,2017/02/28,中山,3.2,0.47,35.4,49.0,29,26,3.55,22.24,2.0,0.112,1.893,2.55,2.4,15.36,85.36
300,臺北市,2017/02/27,中山,1.7,0.53,39.3,68.0,34,27,3.46,23.25,2.07,0.13,1.94,2.16,1.94,16.03,71.14
301,臺北市,2017/02/26,中山,2.3,0.46,28.3,22.0,13,30,6.12,23.66,2.03,0.118,1.911,1.37,0.78,14.19,89.18
302,臺北市,2017/02/25,中山,2.4,0.47,19.4,10.0,6,35,7.93,26.73,2.08,0.15,1.931,1.48,1.07,14.96,97.42
303,臺北市,2017/02/24,中山,1.1,0.67,15.2,14.0,-,49,18.53,30.39,2.13,0.209,1.918,1.53,0.99,13.93,93.81
304,臺北市,2017/02/23,中山,1.0,0.72,13.2,14.0,7,32,11.49,20.75,2.1,0.19,1.905,2.29,2.03,16.69,85.34
305,臺北市,2017/02/22,中山,2.3,1.15,6.6,38.0,21,75,39.61,35.12,2.47,0.428,2.042,1.41,0.68,20.43,88.93
306,臺北市,2017/02/21,中山,1.6,0.61,28.3,31.0,15,30,7.12,22.64,2.04,0.15,1.89,2.83,2.51,20.28,81.98
307,臺北市,2017/02/20,中山,3.3,1.05,15.6,58.0,32,64,22.65,41.66,2.43,0.331,2.096,1.53,0.91,20.99,78.41
308,臺北市,2017/02/19,中山,1.7,0.82,38.7,62.0,30,44,14.63,29.84,2.28,0.222,2.061,2.1,1.77,21.92,65.96
309,臺北市,2017/02/18,中山,1.3,0.65,28.1,54.0,26,33,6.82,25.98,2.2,0.213,1.991,2.07,1.77,20.73,76.03
310,臺北市,2017/02/17,中山,4.2,0.84,20.6,36.0,22,52,14.03,38.23,2.31,0.285,2.021,1.42,0.86,21.39,62.88
311,臺北市,2017/02/16,中山,3.5,0.9,23.1,49.0,28,60,16.41,43.4,2.41,0.361,2.051,1.53,0.97,20.37,58.7
312,臺北市,2017/02/15,中山,0.8,0.54,27.6,20.0,7,34,9.19,24.42,2.1,0.15,1.951,2.22,1.95,20.33,57.65
313,臺北市,2017/02/14,中山,2.3,0.53,34.8,39.0,16,33,7.12,25.67,2.05,0.149,1.904,2.69,2.37,17.61,57.27
314,臺北市,2017/02/13,中山,1.8,0.49,32.8,30.0,16,29,8.2,21.29,2.04,0.14,1.896,2.6,2.36,17.08,64.59
315,臺北市,2017/02/12,中山,2.4,0.42,28.6,33.0,14,26,5.39,20.77,2.03,0.123,1.911,2.21,1.91,15.02,64.39
316,臺北市,2017/02/11,中山,1.8,0.5,34.0,48.0,25,26,4.55,21.06,2.06,0.129,1.927,1.74,1.23,13.16,57.03
317,臺北市,2017/02/10,中山,2.6,0.59,38.7,69.0,37,25,4.65,20.72,2.03,0.122,1.91,1.79,0.53,12.31,58.56
318,臺北市,2017/02/09,中山,1.5,0.58,27.3,30.0,19,26,8.33,17.76,2.06,0.13,1.927,1.91,0.69,12.43,73.27
319,臺北市,2017/02/08,中山,2.1,0.69,22.2,35.0,13,42,16.27,25.88,2.17,0.23,1.935,1.78,1.25,18.62,79.45
320,臺北市,2017/02/07,中山,2.3,0.5,32.4,45.0,19,28,6.99,21.15,2.01,0.134,1.88,2.77,2.47,18.51,65.94
321,臺北市,2017/02/06,中山,4.9,0.61,36.1,66.0,34,26,5.65,19.96,2.06,0.126,1.932,3.08,2.65,18.57,67.15
322,臺北市,2017/02/05,中山,2.7,0.65,21.8,44.0,24,29,7.68,21.56,2.14,0.152,1.99,1.73,1.07,19.7,82.08
323,臺北市,2017/02/04,中山,2.9,0.97,10.5,48.0,21,59,23.9,35.26,2.49,0.343,2.142,1.19,0.63,20.41,81.24
324,臺北市,2017/02/03,中山,3.1,0.57,21.6,21.0,7,35,11.0,23.61,2.09,0.166,1.923,2.21,1.91,20.32,73.89
325,臺北市,2017/02/02,中山,2.6,0.54,27.2,29.0,15,26,7.19,19.11,2.03,0.125,1.905,2.55,2.19,16.29,78.64
326,臺北市,2017/02/01,中山,0.8,0.35,29.6,18.0,9,17,3.26,13.36,1.97,0.08,1.889,2.36,2.13,17.89,81.49
327,臺北市,2017/01/31,中山,3.5,0.3,31.3,16.0,-,16,3.18,13.18,1.94,0.07,1.869,3.24,2.94,16.85,84.24
328,臺北市,2017/01/30,中山,1.2,0.64,19.4,34.0,22,30,10.92,19.17,2.26,0.179,2.076,2.2,1.7,18.6,83.15
329,臺北市,2017/01/29,中山,3.3,1.0,13.0,50.0,33,58,23.56,34.86,2.64,0.347,2.293,1.11,0.78,21.48,78.59
330,臺北市,2017/01/28,中山,1.9,0.46,26.4,21.0,15,27,6.31,20.81,2.16,0.14,2.022,1.51,1.07,20.86,80.49
331,臺北市,2017/01/27,中山,2.4,0.4,30.3,24.0,12,24,4.94,18.56,2.07,0.128,1.94,1.92,1.57,19.21,73.67
332,臺北市,2017/01/26,中山,2.1,0.54,29.6,32.0,16,31,6.98,23.57,2.06,0.152,1.912,2.52,2.13,17.03,70.12
333,臺北市,2017/01/25,中山,1.3,0.53,25.6,25.0,10,32,7.99,24.17,2.06,0.162,1.893,2.11,1.79,16.07,80.76
334,臺北市,2017/01/24,中山,2.7,0.46,26.0,28.0,12,29,7.23,22.11,2.0,0.131,1.867,3.14,2.83,15.32,77.84
335,臺北市,2017/01/23,中山,6.0,0.54,28.8,50.0,20,32,7.47,24.2,2.06,0.148,1.914,3.05,2.73,15.36,64.92
336,臺北市,2017/01/22,中山,2.4,0.5,36.7,51.0,19,24,4.12,20.35,2.05,0.122,1.927,2.26,1.69,15.6,61.42
337,臺北市,2017/01/21,中山,1.2,0.55,23.1,35.0,14,32,8.22,23.73,2.08,0.159,1.924,1.66,1.22,14.88,72.58
338,臺北市,2017/01/20,中山,1.9,0.7,25.7,38.0,18,31,8.61,22.28,2.11,0.16,1.953,1.98,1.32,15.16,75.81
339,臺北市,2017/01/19,中山,2.5,0.74,18.7,21.0,8,39,13.66,25.66,2.16,0.22,1.94,1.62,0.93,19.86,86.6
340,臺北市,2017/01/18,中山,2.6,0.97,9.9,42.0,17,56,22.56,33.38,2.4,0.378,2.024,1.21,0.75,20.73,83.88
341,臺北市,2017/01/17,中山,3.2,0.62,19.9,25.0,9,38,12.56,25.55,2.11,0.185,1.926,2.43,2.16,19.75,75.32
342,臺北市,2017/01/16,中山,2.4,0.53,19.4,20.0,9,37,11.72,25.0,2.07,0.162,1.908,2.67,2.38,15.63,84.7
343,臺北市,2017/01/15,中山,2.8,0.38,24.7,16.0,7,25,5.53,19.22,2.0,0.105,1.898,2.45,2.28,14.67,87.45
344,臺北市,2017/01/14,中山,3.7,0.58,30.2,44.0,27,27,4.53,22.21,2.07,0.13,1.941,2.62,2.26,14.56,88.14
345,臺北市,2017/01/13,中山,1.1,0.77,19.6,18.0,10,36,11.72,24.76,2.15,0.192,1.962,2.16,1.82,16.72,90.11
346,臺北市,2017/01/12,中山,3.4,0.59,21.3,23.0,10,32,8.06,23.91,2.06,0.163,1.894,2.19,1.82,20.68,84.97
347,臺北市,2017/01/11,中山,5.1,0.64,27.0,46.0,27,32,8.17,23.52,2.06,0.153,1.906,2.72,2.41,20.22,77.36
348,臺北市,2017/01/10,中山,3.3,0.72,27.1,52.0,31,34,8.75,24.8,2.13,0.17,1.961,2.5,2.15,19.26,69.31
349,臺北市,2017/01/09,中山,2.1,0.77,25.8,37.0,18,28,7.12,21.02,2.15,0.181,1.972,2.28,1.93,18.37,74.09
350,臺北市,2017/01/08,中山,2.7,0.88,13.9,38.0,20,39,14.5,24.95,2.39,0.263,2.127,1.89,1.49,21.0,84.22
351,臺北市,2017/01/07,中山,3.3,0.81,18.9,39.0,22,42,12.71,29.08,2.26,0.267,1.997,1.47,0.94,22.93,85.07
352,臺北市,2017/01/06,中山,4.4,0.9,13.1,60.0,32,52,16.58,35.32,2.35,0.322,2.023,1.61,1.17,22.85,82.5
353,臺北市,2017/01/05,中山,5.0,0.98,16.2,59.0,32,55,17.98,37.42,2.44,0.366,2.077,1.45,0.92,23.12,77.69
354,臺北市,2017/01/04,中山,1.5,0.52,20.5,15.0,-,31,10.44,20.62,2.05,0.169,1.883,2.32,2.06,23.85,77.12
355,臺北市,2017/01/03,中山,2.2,0.57,18.8,29.0,11,35,9.69,25.15,2.07,0.18,1.892,2.19,1.97,21.51,87.88
356,臺北市,2017/01/02,中山,2.1,0.64,19.1,31.0,16,36,9.05,27.0,2.21,0.212,2.001,1.73,1.2,22.03,77.98
357,臺北市,2017/01/01,中山,2.1,0.44,26.1,22.0,9,25,6.63,18.34,2.01,0.12,1.89,2.44,2.24,23.21,68.68
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
