序號,縣市,監測日期,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppm)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","風速<br />WIND_SPEED<br />(m/sec)","小時風速值<br />WS_HR<br />(m/sec)","溫度<br />AMB_TEMP<br />(℃)","相對濕度<br />RH<br />(percent)"
187,臺北市,2016/07/01,中山,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
188,臺北市,2016/07/01,中山,2.6,0.59,19.0,34.0,-,31,8.27,22.86,2.05,0.22,1.828,1.74,1.09,31.03,71.81
189,臺北市,2016/06/30,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
190,臺北市,2016/06/30,中山,4.9,0.65,23.3,29.0,-,36,10.31,25.44,2.08,0.209,1.867,1.43,0.79,30.06,73.89
191,臺北市,2016/06/29,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
192,臺北市,2016/06/29,中山,3.2,0.77,20.3,37.0,-,39,11.58,27.88,2.16,0.269,1.886,1.48,0.73,29.65,82.22
193,臺北市,2016/06/28,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
194,臺北市,2016/06/28,中山,2.7,0.77,23.6,30.0,-,39,9.31,29.37,2.19,0.313,1.875,1.51,0.93,29.93,77.61
195,臺北市,2016/06/27,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
196,臺北市,2016/06/27,中山,2.7,0.5,26.7,32.0,-,24,5.0,19.45,1.98,0.18,1.802,2.07,1.28,31.61,69.27
197,臺北市,2016/06/26,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
198,臺北市,2016/06/26,中山,2.5,0.46,22.3,27.0,-,22,3.77,18.21,1.98,0.158,1.817,1.88,1.37,31.08,72.89
199,臺北市,2016/06/25,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
200,臺北市,2016/06/25,中山,2.4,0.54,23.5,30.0,-,29,6.96,22.03,2.01,0.198,1.811,1.92,1.26,30.98,70.4
201,臺北市,2016/06/24,中山,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-
202,臺北市,2016/06/24,中山,2.6,0.53,24.6,31.0,-,26,5.73,20.3,-,-,-,2.01,1.38,30.67,72.88
203,臺北市,2016/06/23,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
204,臺北市,2016/06/23,中山,4.4,0.6,24.8,38.0,-,30,6.48,23.56,2.03,0.223,1.808,1.89,1.17,31.73,72.16
205,臺北市,2016/06/22,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
206,臺北市,2016/06/22,中山,5.0,0.65,22.8,32.0,-,36,9.78,26.6,2.06,0.245,1.817,1.7,1.0,31.8,68.3
207,臺北市,2016/06/21,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
208,臺北市,2016/06/21,中山,2.7,0.57,21.8,33.0,-,30,5.96,24.44,2.04,0.223,1.818,1.95,1.39,29.93,72.42
209,臺北市,2016/06/20,中山,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
210,臺北市,2016/06/20,中山,2.6,0.56,23.6,28.0,-,27,5.16,21.37,2.05,0.206,1.846,2.16,1.39,30.28,73.04
211,臺北市,2016/06/19,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
212,臺北市,2016/06/19,中山,3.5,0.48,22.7,32.0,-,24,4.48,19.39,1.96,0.165,1.796,1.7,0.94,30.14,71.25
213,臺北市,2016/06/18,中山,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
214,臺北市,2016/06/18,中山,2.6,0.63,16.4,27.0,-,34,9.2,24.34,2.1,0.238,1.86,1.73,0.96,28.58,81.82
215,臺北市,2016/06/17,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
216,臺北市,2016/06/17,中山,2.5,0.71,13.8,32.0,-,45,17.68,27.22,2.12,0.271,1.85,1.72,0.95,29.75,79.22
217,臺北市,2016/06/16,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
218,臺北市,2016/06/16,中山,2.3,0.79,16.5,37.0,-,40,15.53,24.3,2.12,0.285,1.839,2.17,1.44,32.55,64.72
219,臺北市,2016/06/15,中山,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-
220,臺北市,2016/06/15,中山,3.9,0.97,13.1,34.0,-,48,22.53,25.25,2.25,0.36,1.889,1.7,1.02,30.72,72.45
221,臺北市,2016/06/14,中山,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
222,臺北市,2016/06/14,中山,2.4,1.04,4.7,22.0,-,63,40.13,23.21,2.43,0.44,1.985,1.17,0.76,26.64,90.23
223,臺北市,2016/06/13,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
224,臺北市,2016/06/13,中山,2.3,0.93,8.4,22.0,-,48,24.96,22.79,2.17,0.321,1.851,1.72,1.15,28.98,76.32
225,臺北市,2016/06/12,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
226,臺北市,2016/06/12,中山,2.1,0.69,11.9,19.0,-,36,15.12,21.22,2.12,0.232,1.885,1.41,0.83,29.22,74.96
227,臺北市,2016/06/11,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
228,臺北市,2016/06/11,中山,3.2,0.67,10.8,23.0,-,37,13.56,23.01,2.13,0.232,1.894,1.42,0.69,27.9,82.0
229,臺北市,2016/06/10,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
230,臺北市,2016/06/10,中山,2.3,0.58,13.4,30.0,-,31,8.02,23.37,2.13,0.221,1.907,1.43,1.03,28.12,81.34
231,臺北市,2016/06/09,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
232,臺北市,2016/06/09,中山,2.8,0.51,29.2,32.0,-,27,5.3,21.79,2.01,0.18,1.828,1.74,1.2,29.09,76.22
233,臺北市,2016/06/08,中山,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
234,臺北市,2016/06/08,中山,3.6,0.57,21.1,22.0,-,30,7.46,22.93,-,-,-,1.91,1.33,29.23,70.89
235,臺北市,2016/06/07,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
236,臺北市,2016/06/07,中山,2.7,0.73,25.2,31.0,-,34,8.95,25.24,-,-,-,1.77,1.15,28.27,80.89
237,臺北市,2016/06/06,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
238,臺北市,2016/06/06,中山,3.4,0.79,8.8,36.0,-,43,15.49,27.06,-,-,-,1.35,0.82,27.29,85.28
239,臺北市,2016/06/05,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
240,臺北市,2016/06/05,中山,2.7,0.48,16.8,29.0,-,29,9.36,19.31,1.98,0.156,1.822,1.83,1.14,28.89,79.24
241,臺北市,2016/06/04,中山,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
242,臺北市,2016/06/04,中山,3.3,0.79,19.0,44.0,-,36,13.03,23.06,2.04,0.243,1.802,2.19,1.47,32.5,66.61
243,臺北市,2016/06/03,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
244,臺北市,2016/06/03,中山,3.0,0.91,18.9,39.0,-,42,15.34,26.67,2.23,0.307,1.919,1.67,0.99,30.32,79.29
245,臺北市,2016/06/02,中山,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
246,臺北市,2016/06/02,中山,2.9,0.59,10.5,24.0,-,37,13.02,24.08,2.05,0.213,1.835,1.66,1.18,28.41,82.59
247,臺北市,2016/06/01,中山,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
248,臺北市,2016/06/01,中山,3.3,0.74,17.2,35.0,-,38,14.51,23.31,2.06,0.272,1.792,2.41,1.61,33.76,60.18
249,臺北市,2016/05/31,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
250,臺北市,2016/05/31,中山,3.8,0.66,22.2,43.0,-,33,8.48,24.26,2.03,0.222,1.811,1.82,1.06,32.34,67.83
251,臺北市,2016/05/30,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
252,臺北市,2016/05/30,中山,2.9,0.59,12.4,36.0,-,29,11.09,17.99,-,-,-,2.15,1.18,31.37,73.31
253,臺北市,2016/05/29,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
254,臺北市,2016/05/29,中山,3.1,0.6,16.7,38.0,-,28,9.36,18.78,1.99,0.145,1.846,2.08,1.41,32.21,67.5
255,臺北市,2016/05/28,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
256,臺北市,2016/05/28,中山,3.4,0.67,20.3,39.0,-,35,8.16,26.94,2.12,0.214,1.908,1.43,0.89,30.23,78.68
257,臺北市,2016/05/27,中山,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-
258,臺北市,2016/05/27,中山,4.1,0.83,27.7,55.0,-,40,8.14,32.03,2.19,0.281,1.911,1.57,0.94,28.89,81.63
259,臺北市,2016/05/26,中山,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-
260,臺北市,2016/05/26,中山,5.5,0.78,35.0,57.0,-,40,9.12,31.2,2.18,0.258,1.917,1.62,1.08,28.62,77.68
261,臺北市,2016/05/25,中山,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-
262,臺北市,2016/05/25,中山,5.5,0.57,15.2,48.0,-,32,10.37,21.85,1.98,0.163,1.821,1.86,1.63,26.59,84.69
263,臺北市,2016/05/24,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
264,臺北市,2016/05/24,中山,7.3,0.49,14.0,31.0,-,31,9.59,21.29,1.94,0.139,1.803,2.3,2.13,26.01,88.79
265,臺北市,2016/05/23,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
266,臺北市,2016/05/23,中山,7.1,0.48,16.4,28.0,-,29,9.18,19.76,1.93,0.142,1.782,2.37,2.13,26.74,87.73
267,臺北市,2016/05/22,中山,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-
268,臺北市,2016/05/22,中山,5.6,0.58,12.0,37.0,-,31,7.85,22.8,2.06,0.176,1.889,1.7,1.45,27.14,83.7
269,臺北市,2016/05/21,中山,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-
270,臺北市,2016/05/21,中山,5.8,0.81,19.0,52.0,-,45,11.51,33.57,2.27,0.283,1.99,1.59,1.17,26.74,82.81
271,臺北市,2016/05/20,中山,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-
272,臺北市,2016/05/20,中山,3.1,0.6,37.7,37.0,-,30,4.69,25.09,2.03,0.166,1.865,1.8,1.19,25.9,78.93
273,臺北市,2016/05/19,中山,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-
274,臺北市,2016/05/19,中山,2.1,0.6,35.2,51.0,-,29,6.21,22.8,2.08,0.174,1.903,1.89,1.53,25.0,81.47
275,臺北市,2016/05/18,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
276,臺北市,2016/05/18,中山,2.2,0.72,38.9,48.0,-,31,5.87,24.82,2.11,0.196,1.91,1.88,1.31,24.46,81.67
277,臺北市,2016/05/17,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
278,臺北市,2016/05/17,中山,3.1,0.56,33.7,41.0,-,32,6.03,26.45,2.03,0.16,1.868,2.83,2.54,20.93,77.46
279,臺北市,2016/05/16,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
280,臺北市,2016/05/16,中山,2.5,0.57,25.6,20.0,-,27,5.32,21.56,2.04,0.151,1.889,2.39,1.93,22.54,84.87
281,臺北市,2016/05/15,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
282,臺北市,2016/05/15,中山,1.9,0.47,30.6,34.0,-,21,2.97,17.66,1.99,0.143,1.847,1.75,1.28,29.14,70.99
283,臺北市,2016/05/14,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
284,臺北市,2016/05/14,中山,1.6,0.41,20.6,23.0,-,22,6.78,14.86,1.88,0.109,1.768,2.48,2.14,28.94,74.45
285,臺北市,2016/05/13,中山,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-
286,臺北市,2016/05/13,中山,3.2,0.61,18.8,33.0,-,32,9.82,22.41,2.11,0.202,1.913,2.38,1.91,28.17,75.72
287,臺北市,2016/05/12,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
288,臺北市,2016/05/12,中山,3.5,0.64,34.5,38.0,-,33,7.19,25.66,2.06,0.184,1.872,2.05,1.6,27.23,70.9
289,臺北市,2016/05/11,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
290,臺北市,2016/05/11,中山,2.0,0.57,43.5,38.0,-,27,4.29,22.68,2.03,0.14,1.889,2.79,2.49,22.27,79.96
291,臺北市,2016/05/10,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
292,臺北市,2016/05/10,中山,3.1,0.98,12.1,45.0,-,50,20.09,29.47,2.3,0.364,1.94,1.72,0.88,28.2,78.12
293,臺北市,2016/05/09,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
294,臺北市,2016/05/09,中山,3.9,0.75,18.7,46.0,-,39,10.87,27.97,2.15,0.262,1.892,1.61,1.08,28.06,78.72
295,臺北市,2016/05/08,中山,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-
296,臺北市,2016/05/08,中山,3.0,0.62,24.2,45.0,-,31,5.51,25.8,2.15,0.199,1.949,1.5,0.96,28.32,79.54
297,臺北市,2016/05/07,中山,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-
298,臺北市,2016/05/07,中山,6.6,0.61,25.1,52.0,-,34,7.67,26.32,2.12,0.21,1.906,1.81,1.15,29.86,75.41
299,臺北市,2016/05/06,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
300,臺北市,2016/05/06,中山,3.1,0.77,18.6,37.0,-,41,14.3,26.2,2.24,0.277,1.961,1.65,0.98,29.54,74.29
301,臺北市,2016/05/05,中山,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-
302,臺北市,2016/05/05,中山,3.3,0.89,17.1,47.0,-,47,15.45,31.43,2.3,0.318,1.983,1.56,1.0,27.83,80.53
303,臺北市,2016/05/04,中山,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-
304,臺北市,2016/05/04,中山,3.2,0.76,32.5,67.0,-,-,-,-,2.15,0.211,1.942,1.73,1.27,28.35,72.65
305,臺北市,2016/05/03,中山,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-
306,臺北市,2016/05/03,中山,3.8,0.78,17.8,51.0,-,36,12.99,23.21,2.15,0.23,1.923,2.36,1.43,27.91,74.62
307,臺北市,2016/05/02,中山,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-
308,臺北市,2016/05/02,中山,3.4,0.99,32.6,58.0,-,47,14.26,32.78,2.4,0.283,2.115,1.42,0.71,28.0,71.97
309,臺北市,2016/05/01,中山,-,-,-,-,43,-,-,-,-,-,-,-,-,-,-
310,臺北市,2016/05/01,中山,3.5,0.9,26.2,76.0,-,39,6.56,32.5,2.38,0.264,2.116,1.47,0.93,23.84,86.4
311,臺北市,2016/04/30,中山,-,-,-,-,63,-,-,-,-,-,-,-,-,-,-
312,臺北市,2016/04/29,中山,-,-,-,-,59,-,-,-,-,-,-,-,-,-,-
313,臺北市,2016/04/29,中山,5.9,0.8,68.4,114.0,-,32,2.94,29.45,2.17,0.183,1.99,2.32,1.91,22.21,64.81
314,臺北市,2016/04/28,中山,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-
315,臺北市,2016/04/28,中山,3.2,0.7,41.3,63.0,-,29,4.57,24.29,2.11,0.165,1.946,2.55,2.05,22.76,83.03
316,臺北市,2016/04/27,中山,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-
317,臺北市,2016/04/27,中山,2.9,0.89,17.5,44.0,-,41,16.06,24.67,2.18,0.278,1.901,1.82,0.73,27.07,81.88
318,臺北市,2016/04/26,中山,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-
319,臺北市,2016/04/26,中山,6.4,0.77,33.6,71.0,-,44,10.45,33.77,2.17,0.239,1.926,1.68,1.01,26.65,82.1
320,臺北市,2016/04/25,中山,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-
321,臺北市,2016/04/25,中山,4.6,0.67,24.3,53.0,-,33,7.74,25.58,2.09,0.186,1.906,1.67,1.16,25.4,86.81
322,臺北市,2016/04/24,中山,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-
323,臺北市,2016/04/24,中山,2.6,0.69,17.5,40.0,-,35,9.05,25.58,2.19,0.218,1.974,1.44,0.88,26.2,83.79
324,臺北市,2016/04/23,中山,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-
325,臺北市,2016/04/23,中山,3.6,0.72,17.1,48.0,-,35,9.69,24.85,2.14,0.228,1.914,1.72,0.82,27.44,77.36
326,臺北市,2016/04/22,中山,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-
327,臺北市,2016/04/22,中山,4.5,0.86,10.8,60.0,-,47,18.0,29.12,2.21,0.291,1.914,1.7,0.84,27.55,79.33
328,臺北市,2016/04/21,中山,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-
329,臺北市,2016/04/21,中山,4.2,1.08,23.0,72.0,-,49,14.12,34.44,2.45,0.393,2.052,1.46,0.67,27.96,77.57
330,臺北市,2016/04/20,中山,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-
331,臺北市,2016/04/20,中山,-,-,22.0,64.0,-,-,-,-,2.82,0.511,2.311,1.45,0.87,25.77,75.0
332,臺北市,2016/04/19,中山,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
333,臺北市,2016/04/19,中山,4.6,-,37.0,32.0,-,19,3.58,15.63,2.06,0.164,1.895,2.7,2.38,22.26,76.68
334,臺北市,2016/04/18,中山,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
335,臺北市,2016/04/18,中山,2.6,0.83,30.7,23.0,-,37,6.78,30.02,2.19,0.209,1.982,2.0,1.55,19.87,90.65
336,臺北市,2016/04/17,中山,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-
337,臺北市,2016/04/17,中山,4.0,0.98,25.7,46.0,-,49,25.58,23.9,2.4,0.304,2.1,2.13,1.8,23.46,87.35
338,臺北市,2016/04/16,中山,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-
339,臺北市,2016/04/16,中山,4.1,1.56,10.2,59.0,-,78,42.44,35.97,2.84,0.59,2.253,1.45,0.6,25.56,85.85
340,臺北市,2016/04/15,中山,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
341,臺北市,2016/04/15,中山,4.0,0.91,27.7,32.0,-,56,22.9,33.17,2.23,0.323,1.903,2.21,1.91,21.99,89.23
342,臺北市,2016/04/14,中山,5.0,0.63,21.4,22.0,-,40,10.64,29.63,1.99,0.18,1.814,2.13,1.84,21.53,92.74
343,臺北市,2016/04/13,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
344,臺北市,2016/04/13,中山,2.5,1.03,16.2,30.0,-,55,17.17,38.07,2.3,0.357,1.947,1.43,0.67,22.68,93.11
345,臺北市,2016/04/12,中山,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-
346,臺北市,2016/04/12,中山,4.9,0.83,21.4,45.0,-,47,13.81,33.36,2.18,0.294,1.883,1.46,0.97,23.12,87.92
347,臺北市,2016/04/11,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
348,臺北市,2016/04/11,中山,1.8,0.53,27.1,21.0,-,30,5.28,24.32,1.95,0.155,1.797,2.06,1.8,21.04,91.57
349,臺北市,2016/04/10,中山,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-
350,臺北市,2016/04/10,中山,2.8,0.73,15.5,34.0,-,41,13.83,26.82,2.22,0.219,2.004,1.35,0.59,23.67,81.85
351,臺北市,2016/04/09,中山,-,-,-,-,39,-,-,-,-,-,-,-,-,-,-
352,臺北市,2016/04/09,中山,4.5,0.83,15.8,65.0,-,46,14.54,31.54,2.2,0.27,1.927,1.55,0.77,23.8,82.9
353,臺北市,2016/04/08,中山,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-
354,臺北市,2016/04/08,中山,3.2,0.8,14.7,60.0,-,41,13.09,28.35,2.09,0.242,1.843,1.8,1.13,24.44,83.74
355,臺北市,2016/04/07,中山,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-
356,臺北市,2016/04/07,中山,3.6,1.06,21.6,86.0,-,51,15.99,34.7,2.38,0.394,1.989,1.65,0.76,27.56,76.92
357,臺北市,2016/04/06,中山,-,-,-,-,44,-,-,-,-,-,-,-,-,-,-
358,臺北市,2016/04/06,中山,3.9,1.15,22.1,78.0,-,56,19.97,36.3,2.54,0.383,2.157,1.54,0.83,25.78,77.46
359,臺北市,2016/04/05,中山,-,-,-,-,42,-,-,-,-,-,-,-,-,-,-
360,臺北市,2016/04/05,中山,4.5,0.9,18.8,74.0,-,45,12.28,32.88,2.28,0.257,2.026,1.47,0.74,24.25,79.77
361,臺北市,2016/04/04,中山,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-
362,臺北市,2016/04/04,中山,3.0,0.81,13.1,63.0,-,36,10.76,24.96,2.2,0.218,1.983,1.6,1.0,24.18,83.86
363,臺北市,2016/04/03,中山,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-
364,臺北市,2016/04/03,中山,3.0,0.94,21.6,59.0,-,39,10.37,29.03,2.27,0.258,2.015,1.39,0.81,25.73,77.55
365,臺北市,2016/04/02,中山,-,-,-,-,39,-,-,-,-,-,-,-,-,-,-
366,臺北市,2016/04/02,中山,3.6,1.26,27.2,68.0,-,63,20.89,42.01,2.53,0.41,2.122,1.41,0.69,24.73,72.6
367,臺北市,2016/04/01,中山,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-
368,臺北市,2016/04/01,中山,5.4,0.87,31.0,51.0,-,46,11.6,34.1,2.16,0.236,1.922,2.19,1.96,21.37,78.27
369,臺北市,2016/03/31,中山,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-
370,臺北市,2016/03/31,中山,3.3,1.22,12.3,100.0,-,66,23.77,42.56,2.49,0.468,2.022,1.34,0.85,20.42,81.61
371,臺北市,2016/03/30,中山,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-
372,臺北市,2016/03/30,中山,4.5,1.26,13.3,74.0,-,85,31.86,52.99,2.6,0.45,2.149,1.24,0.67,20.49,69.09
373,臺北市,2016/03/29,中山,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-
374,臺北市,2016/03/29,中山,2.8,1.05,31.1,64.0,-,61,15.78,44.96,2.38,0.358,2.017,1.24,0.61,19.91,51.91
375,臺北市,2016/03/28,中山,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-
376,臺北市,2016/03/28,中山,2.3,0.76,35.9,63.0,-,45,11.38,33.94,2.19,0.225,1.969,1.85,1.41,16.49,58.04
377,臺北市,2016/03/27,中山,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-
378,臺北市,2016/03/27,中山,2.7,0.64,34.3,46.0,-,38,5.85,32.3,2.13,0.178,1.948,1.11,0.64,14.56,72.18
379,臺北市,2016/03/26,中山,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-
380,臺北市,2016/03/26,中山,2.1,0.63,35.8,60.0,-,36,5.18,30.71,2.13,0.189,1.942,1.74,1.4,14.46,68.93
381,臺北市,2016/03/25,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
382,臺北市,2016/03/25,中山,1.9,0.54,24.8,26.0,-,37,7.13,29.71,2.04,0.176,1.865,1.21,0.9,12.31,92.49
383,臺北市,2016/03/24,中山,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-
384,臺北市,2016/03/24,中山,0.9,0.55,29.2,44.0,-,38,11.11,27.3,2.02,0.166,1.852,1.6,1.11,13.77,83.28
385,臺北市,2016/03/23,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
386,臺北市,2016/03/23,中山,1.5,0.67,23.3,25.0,-,43,10.63,32.27,2.09,0.181,1.913,1.69,1.22,18.0,94.78
387,臺北市,2016/03/22,中山,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-
388,臺北市,2016/03/22,中山,3.1,0.95,26.6,47.0,-,47,14.0,33.49,2.27,0.294,1.976,1.5,0.82,20.22,90.57
389,臺北市,2016/03/21,中山,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-
390,臺北市,2016/03/21,中山,1.8,0.62,33.5,62.0,-,35,7.82,27.42,2.05,0.17,1.879,2.2,1.95,18.64,85.85
391,臺北市,2016/03/20,中山,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-
392,臺北市,2016/03/20,中山,2.4,0.51,41.2,57.0,-,26,4.95,20.62,1.98,0.11,1.868,2.35,2.19,19.27,82.75
393,臺北市,2016/03/19,中山,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-
394,臺北市,2016/03/19,中山,1.9,1.66,12.9,47.0,-,88,55.38,32.89,2.89,0.595,2.293,1.6,1.13,20.23,96.82
395,臺北市,2016/03/18,中山,-,-,-,-,43,-,-,-,-,-,-,-,-,-,-
396,臺北市,2016/03/18,中山,4.6,3.15,1.4,66.0,-,185,130.74,53.8,4.05,1.339,2.706,0.98,0.47,20.83,96.14
397,臺北市,2016/03/17,中山,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-
398,臺北市,2016/03/17,中山,3.8,1.61,11.1,43.0,-,105,62.08,43.04,2.78,0.633,2.145,1.37,0.95,19.94,91.65
399,臺北市,2016/03/16,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
400,臺北市,2016/03/16,中山,2.4,1.26,7.4,32.0,-,74,32.74,41.32,2.58,0.467,2.11,1.12,0.75,16.55,96.63
401,臺北市,2016/03/15,中山,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-
402,臺北市,2016/03/15,中山,1.7,0.81,24.6,40.0,-,54,17.79,35.98,2.2,0.246,1.951,2.09,1.82,14.87,89.97
403,臺北市,2016/03/14,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
404,臺北市,2016/03/14,中山,1.8,0.52,34.2,41.0,-,30,6.68,23.8,2.05,0.147,1.902,1.66,0.96,15.11,77.66
405,臺北市,2016/03/13,中山,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-
406,臺北市,2016/03/13,中山,3.3,1.19,9.5,41.0,-,69,34.54,34.09,2.64,0.428,2.21,1.2,0.66,17.61,94.33
407,臺北市,2016/03/12,中山,2.3,0.82,20.7,23.0,-,51,20.08,31.01,2.26,0.251,2.004,1.97,1.73,15.47,94.44
408,臺北市,2016/03/11,中山,1.8,0.6,21.0,27.0,-,41,12.72,28.65,2.05,0.167,1.882,1.8,1.48,13.04,89.57
409,臺北市,2016/03/10,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
410,臺北市,2016/03/10,中山,1.1,0.48,25.1,14.0,-,33,9.12,23.48,2.0,0.151,1.848,1.6,1.03,13.93,86.46
411,臺北市,2016/03/09,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
412,臺北市,2016/03/09,中山,1.8,0.65,17.0,32.0,-,39,11.17,27.95,2.14,0.215,1.924,2.1,1.5,18.42,86.66
413,臺北市,2016/03/08,中山,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-
